file_name,true_label,predicted_label,confidence,image_path
sat_patch_0880.png,media,alta,0.8372083902359009,data\raw_images\sat_patch_0880.png
sat_patch_0188.png,media,alta,0.8278052806854248,data\raw_images\sat_patch_0188.png
sat_patch_0595.png,media,alta,0.8187190890312195,data\raw_images\sat_patch_0595.png
sat_patch_0804.png,alta,media,0.801875650882721,data\raw_images\sat_patch_0804.png
sat_patch_1167.png,baixa,media,0.7408193945884705,data\raw_images\sat_patch_1167.png
sat_patch_1062.png,media,alta,0.7379241585731506,data\raw_images\sat_patch_1062.png
sat_patch_1188.png,media,alta,0.7338055372238159,data\raw_images\sat_patch_1188.png
sat_patch_0963.png,media,alta,0.7302639484405518,data\raw_images\sat_patch_0963.png
sat_patch_1170.png,media,alta,0.7175846695899963,data\raw_images\sat_patch_1170.png
sat_patch_0599.png,media,alta,0.7095038890838623,data\raw_images\sat_patch_0599.png
sat_patch_0943.png,alta,media,0.6820536255836487,data\raw_images\sat_patch_0943.png
sat_patch_0447.png,alta,media,0.6772802472114563,data\raw_images\sat_patch_0447.png
sat_patch_0613.png,alta,media,0.654264509677887,data\raw_images\sat_patch_0613.png
sat_patch_0939.png,media,baixa,0.6529424786567688,data\raw_images\sat_patch_0939.png
sat_patch_0177.png,media,alta,0.6342861652374268,data\raw_images\sat_patch_0177.png
sat_patch_0612.png,media,alta,0.6311048269271851,data\raw_images\sat_patch_0612.png
sat_patch_0677.png,alta,media,0.6218949556350708,data\raw_images\sat_patch_0677.png
sat_patch_1033.png,media,alta,0.5990645885467529,data\raw_images\sat_patch_1033.png
sat_patch_0871.png,media,baixa,0.5744389295578003,data\raw_images\sat_patch_0871.png
sat_patch_0619.png,media,alta,0.5640542507171631,data\raw_images\sat_patch_0619.png
sat_patch_0060.png,baixa,media,0.5460194945335388,data\raw_images\sat_patch_0060.png
sat_patch_0209.png,baixa,media,0.5399715900421143,data\raw_images\sat_patch_0209.png
sat_patch_0449.png,alta,media,0.5192840695381165,data\raw_images\sat_patch_0449.png
sat_patch_0460.png,media,alta,0.5145316123962402,data\raw_images\sat_patch_0460.png
sat_patch_0601.png,media,alta,0.5140633583068848,data\raw_images\sat_patch_0601.png
sat_patch_1044.png,alta,media,0.5136566162109375,data\raw_images\sat_patch_1044.png
sat_patch_0533.png,alta,media,0.49576395750045776,data\raw_images\sat_patch_0533.png
