file_name,true_label,predicted_label,confidence,image_path
sat_patch_1167.png,baixa,media,0.8502958416938782,data\raw_images\sat_patch_1167.png
sat_patch_0880.png,media,alta,0.8448398113250732,data\raw_images\sat_patch_0880.png
sat_patch_0188.png,media,alta,0.8383186459541321,data\raw_images\sat_patch_0188.png
sat_patch_0595.png,media,alta,0.8334735035896301,data\raw_images\sat_patch_0595.png
sat_patch_0963.png,media,alta,0.8280107378959656,data\raw_images\sat_patch_0963.png
sat_patch_1082.png,media,alta,0.804266095161438,data\raw_images\sat_patch_1082.png
sat_patch_0177.png,media,alta,0.7994463443756104,data\raw_images\sat_patch_0177.png
sat_patch_1170.png,media,alta,0.7929064631462097,data\raw_images\sat_patch_1170.png
sat_patch_1062.png,media,alta,0.7839749455451965,data\raw_images\sat_patch_1062.png
sat_patch_1188.png,media,alta,0.7374243140220642,data\raw_images\sat_patch_1188.png
sat_patch_0613.png,alta,media,0.7276471257209778,data\raw_images\sat_patch_0613.png
sat_patch_0599.png,media,alta,0.7234671115875244,data\raw_images\sat_patch_0599.png
sat_patch_0123.png,media,alta,0.7232553958892822,data\raw_images\sat_patch_0123.png
sat_patch_0151.png,media,alta,0.7222353219985962,data\raw_images\sat_patch_0151.png
sat_patch_0804.png,alta,media,0.7181826829910278,data\raw_images\sat_patch_0804.png
sat_patch_0943.png,alta,media,0.713290810585022,data\raw_images\sat_patch_0943.png
sat_patch_0447.png,alta,media,0.7090491056442261,data\raw_images\sat_patch_0447.png
sat_patch_0522.png,baixa,media,0.6821514368057251,data\raw_images\sat_patch_0522.png
sat_patch_0183.png,media,alta,0.680554986000061,data\raw_images\sat_patch_0183.png
sat_patch_0612.png,media,alta,0.673639714717865,data\raw_images\sat_patch_0612.png
sat_patch_0741.png,media,alta,0.6613670587539673,data\raw_images\sat_patch_0741.png
sat_patch_1033.png,media,alta,0.6433141231536865,data\raw_images\sat_patch_1033.png
sat_patch_0939.png,media,baixa,0.6418409943580627,data\raw_images\sat_patch_0939.png
sat_patch_0677.png,alta,media,0.5656750202178955,data\raw_images\sat_patch_0677.png
sat_patch_0449.png,alta,media,0.5533186793327332,data\raw_images\sat_patch_0449.png
sat_patch_0284.png,media,alta,0.5407403111457825,data\raw_images\sat_patch_0284.png
sat_patch_0619.png,media,alta,0.5365573763847351,data\raw_images\sat_patch_0619.png
sat_patch_0460.png,media,alta,0.526090145111084,data\raw_images\sat_patch_0460.png
sat_patch_1044.png,alta,media,0.5219141840934753,data\raw_images\sat_patch_1044.png
sat_patch_0841.png,media,baixa,0.5144238471984863,data\raw_images\sat_patch_0841.png
sat_patch_0130.png,media,baixa,0.5100262761116028,data\raw_images\sat_patch_0130.png
sat_patch_0373.png,media,alta,0.5061562657356262,data\raw_images\sat_patch_0373.png
sat_patch_0636.png,media,alta,0.5003741383552551,data\raw_images\sat_patch_0636.png
