file_name,true_label,predicted_label,confidence,image_path
sat_patch_1167.png,baixa,media,0.973588764667511,data\raw_images\sat_patch_1167.png
sat_patch_0880.png,media,alta,0.9688442349433899,data\raw_images\sat_patch_0880.png
sat_patch_0939.png,media,baixa,0.9637125730514526,data\raw_images\sat_patch_0939.png
sat_patch_0841.png,media,baixa,0.9555186629295349,data\raw_images\sat_patch_0841.png
sat_patch_0130.png,media,baixa,0.9502367377281189,data\raw_images\sat_patch_0130.png
sat_patch_0188.png,media,alta,0.942719042301178,data\raw_images\sat_patch_0188.png
sat_patch_1188.png,media,alta,0.9235225319862366,data\raw_images\sat_patch_1188.png
sat_patch_0871.png,media,baixa,0.919535219669342,data\raw_images\sat_patch_0871.png
sat_patch_0595.png,media,alta,0.9085162878036499,data\raw_images\sat_patch_0595.png
sat_patch_0963.png,media,alta,0.88994961977005,data\raw_images\sat_patch_0963.png
sat_patch_0804.png,alta,media,0.8882961869239807,data\raw_images\sat_patch_0804.png
sat_patch_1170.png,media,alta,0.8848690986633301,data\raw_images\sat_patch_1170.png
sat_patch_0177.png,media,alta,0.879352331161499,data\raw_images\sat_patch_0177.png
sat_patch_0151.png,media,alta,0.8301677703857422,data\raw_images\sat_patch_0151.png
sat_patch_1044.png,alta,media,0.8007600903511047,data\raw_images\sat_patch_1044.png
sat_patch_1033.png,media,alta,0.788139820098877,data\raw_images\sat_patch_1033.png
sat_patch_0009.png,media,baixa,0.7843289971351624,data\raw_images\sat_patch_0009.png
sat_patch_0599.png,media,alta,0.7791398763656616,data\raw_images\sat_patch_0599.png
sat_patch_1082.png,media,alta,0.7606351971626282,data\raw_images\sat_patch_1082.png
sat_patch_1062.png,media,alta,0.7604851126670837,data\raw_images\sat_patch_1062.png
sat_patch_0447.png,alta,media,0.7354045510292053,data\raw_images\sat_patch_0447.png
sat_patch_0672.png,media,alta,0.7334420084953308,data\raw_images\sat_patch_0672.png
sat_patch_0740.png,media,alta,0.6776425838470459,data\raw_images\sat_patch_0740.png
sat_patch_0385.png,alta,media,0.672295331954956,data\raw_images\sat_patch_0385.png
sat_patch_0569.png,alta,media,0.6598880887031555,data\raw_images\sat_patch_0569.png
sat_patch_0677.png,alta,media,0.6515284180641174,data\raw_images\sat_patch_0677.png
sat_patch_0601.png,media,alta,0.6307603716850281,data\raw_images\sat_patch_0601.png
sat_patch_0123.png,media,alta,0.6242830753326416,data\raw_images\sat_patch_0123.png
sat_patch_0741.png,media,alta,0.6108331084251404,data\raw_images\sat_patch_0741.png
sat_patch_0609.png,alta,media,0.6029233932495117,data\raw_images\sat_patch_0609.png
sat_patch_0619.png,media,alta,0.5881847739219666,data\raw_images\sat_patch_0619.png
sat_patch_0460.png,media,alta,0.583030641078949,data\raw_images\sat_patch_0460.png
sat_patch_0943.png,alta,media,0.5726338624954224,data\raw_images\sat_patch_0943.png
sat_patch_0183.png,media,alta,0.5700446367263794,data\raw_images\sat_patch_0183.png
sat_patch_0262.png,alta,media,0.5526803135871887,data\raw_images\sat_patch_0262.png
sat_patch_0225.png,media,alta,0.5414147973060608,data\raw_images\sat_patch_0225.png
sat_patch_0309.png,media,alta,0.5280945897102356,data\raw_images\sat_patch_0309.png
sat_patch_0699.png,media,alta,0.5084077715873718,data\raw_images\sat_patch_0699.png
sat_patch_1183.png,media,alta,0.5022628903388977,data\raw_images\sat_patch_1183.png
